,text,user_age,gender,days_on_platform,user_region,label,train_test_split
229,@user a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.,45.01,Female,2290,Americas,anger,Train
230,@user watched the cobblers loads this season how is gorre a pro footballler terrible,40.6,Female,141,Europe,anger,Train
231,Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont,38.96,Male,868,Americas,anger,Train
232,Why do people gotta start so much drama ? Shoot me ☹️,45.35,Female,5372,Europe,anger,Train
233,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of ?,37.43,Male,2325,Asia Pacific,anger,Test
234,nooooo. Poor Blue Bell! not again. #sad,37.44,Female,2468,Asia Pacific,sadness,Train
235,"@user @user #Muslims have been in USA for ages. To think that Muslims commit #terrorism due to #Islam, you gotta be out of your mind.",32.9,Female,1976,Middle East/Africa,optimism,Test
236,"@user I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by.",32.53,Female,3143,Middle East/Africa,anger,Train
237,"If you think you're good to go already, don't worry about it.",27.68,Female,3111,Europe,optimism,Test
238,"Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter",46.25,Other,3332,Middle East/Africa,anger,Test
239,The bounty hunter things a bit lively,10.58,Male,7765,Asia Pacific,happiness,Test
240,That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous 😥😥,40.52,Male,2776,Asia Pacific,sadness,Train
241,@user Supine on the piano—lips parted. #sixwordstory #amwriting #blues #singer,24.15,Female,4709,Europe,happiness,Test
242,@user thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6,38.29,Male,1812,Americas,sadness,Train
243,Always borrow money from a pessimist; he doesn't expect to be paid back.,40.1,Female,3582,Asia Pacific,optimism,Test
244,7 pax enjoyed the #gloom @user @user,11.76,Male,1063,Europe,happiness,Train
245,Condolences to the  JC and the Georges family..,23.16,Male,2180,Americas,sadness,Train
246,"@user snap, seems to be a problem here",29.51,Other,2188,Americas,anger,Train
247,@user \nLikewise #death #cutting #despair,34.3,Female,5471,Americas,sadness,Train
248,They gonna give this KKk police bitch the minimum sentence..just wattch,35.27,Female,5624,Middle East/Africa,anger,Train
249,I feel like an appendix. I don't have a purpose.  #depressed  #alone #lonely #broken  #cry #hurt #crying #life,43.28,Male,2062,Europe,sadness,Train
250,#travelfail #virgin #virginaus and #etihad #nightmare ... And now we're also delayed. #obvs 🙄😠,31.3,Male,1027,Asia Pacific,anger,Train
251,#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz,52.52,Male,4882,Europe,anger,Train
252,"Dehydrated, exhausted, stressed but still blessed. #optimism",39.08,Male,4395,Middle East/Africa,optimism,Test
253,US you need to band together not apart #nevertrump he promotes hatred and fuels,27.53,Female,3684,Asia Pacific,anger,Test
254,@user it's fucking dreadful for live footy matches,36.74,Female,702,Americas,anger,Test
255,"@user @user \nbecause distrust in life , Argentina has a lot of heart and this President is worth every vote.",30.08,Female,2176,Americas,optimism,Test
256,She's foaming at the lips the one between her hips @user one of many great lyrics,50.32,Male,652,Middle East/Africa,happiness,Train
257,"@user I guess it must be really expensive... For me it's that the whole family stayed in Poland, so I really miss them...",29.05,Male,1178,Middle East/Africa,sadness,Train
258,@user @user @user @user @user I understand your concerns but look at her foundation contributions,43.63,Female,266,Middle East/Africa,anger,Train
259,"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @user I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2",42.66,Male,2905,Middle East/Africa,anger,Train
260,Fake people irritate me,33.94,Male,3631,Americas,anger,Train
261,"@user #FMF protesters aren't interested in reasoned debate, just #intimidation #violence &amp; #disruption to get demands met",37.71,Other,4039,Europe,anger,Test
262,Lunatic Asylum: The place where optimism most flourishes.,34.7,Male,218,Americas,optimism,Test
263,Damn gud #premiere #LethalWeapon...#funny and #serious,24.95,Male,3320,Asia Pacific,happiness,Test
264,@user @user all the bully,20.82,Female,2153,Europe,anger,Test
265,It appears my fire alarm disapproves of my cooking style,22.43,Female,3277,Europe,sadness,Train
266,We're going to get City in the next round for a revenge.,27.58,Female,4798,Middle East/Africa,anger,Train
267,"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward #fear",45.69,Male,3177,Europe,anger,Train
268,"@user I am sitting here wrapped in a fluffy blanket, with incense burning, listening to Bon Iver and drinking mulled wine. I'm there.",27.5,Other,5843,Middle East/Africa,happiness,Test
269,"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.",24.41,Other,2326,Asia Pacific,anger,Test
270,"@user Thank you, happy birthday to you as well!",33.13,Female,1828,Middle East/Africa,happiness,Train
271,"@user We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine.",29.56,Female,7051,Middle East/Africa,happiness,Train
272,Dear @user please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming 😡,35.59,Male,848,Asia Pacific,anger,Train
273,alternate reality where @user has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down,42.86,Male,2421,Middle East/Africa,sadness,Test
274,"@user May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge",17.64,Male,3555,Americas,anger,Train
275,I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE @user,32.21,Male,2629,Asia Pacific,anger,Train
276,"She began to squirm beneath @user struggling to get out of his relentless grasp. When she realized that the attempt was useless,++",53.12,Female,3554,Americas,sadness,Test
277,"As I remember and reflect on Reginald Denny on a night much like this (like #Charlotte) I think to myself, the gun lobby must be rejoicing.",35.29,Female,2872,Asia Pacific,happiness,Test
278,@user @user I was so looking forward to @user Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage,49.19,Female,2331,Middle East/Africa,anger,Test
279,something about opening mail is just...very pleasing,38.0,Other,2244,Europe,happiness,Train
280,When you have 15 doe run the opposite side of you 🙁 #depression,44.42,Male,2689,Middle East/Africa,sadness,Train
281,@user you and that awful music can take a walk... right off a cliff. K. 😘,48.72,Female,2088,Middle East/Africa,anger,Train
282,Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:,40.68,Other,344,Americas,happiness,Train
283,"A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-",28.53,Male,4313,Americas,optimism,Test
284,@user don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers,48.78,Male,618,Americas,happiness,Test
285,@user maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!,40.12,Male,5016,Middle East/Africa,happiness,Train
286,"@user Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger",31.32,Male,4202,Middle East/Africa,anger,Train
287,@user lost my xt nova around hole 8 or 9 #sadness,40.31,Male,971,Asia Pacific,sadness,Test
288,At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.,26.3,Male,516,Americas,anger,Test
289,"AQW should've always stayed in the 08 art style, now it's just a competition to create more detailed art each time.",31.92,Female,6400,Asia Pacific,happiness,Train
290,@user Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment,30.91,Male,3490,Europe,anger,Train
291,@user @user @user Kirby's Black Panther in a cool animated panel.,40.45,Female,4238,Middle East/Africa,happiness,Test
292,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday,18.27,Female,1792,Middle East/Africa,optimism,Test
293,... flat party and I instantly get bollocked about it. #fuming,43.49,Male,4321,Europe,anger,Test
294,"@user Betelgeuse/Sloth was lively, dedicated and tenacious, Regulus/Greed is humbly content and Ley/Gluttony is starving hungry.",17.5,Female,2080,Europe,sadness,Train
295,@user #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @user #core246 #lilylou #fret &amp; #benoakley,43.11,Female,3515,Americas,happiness,Train
296,"@user awe man, when are you free then? ☹️️☹️️☹️️💘💘💘",46.21,Female,3862,Asia Pacific,sadness,Test
297,@user wanna shake my tree??? 🍑🍑🍑🍑,48.72,Other,3593,Europe,happiness,Train
298,@user he is.\nSure his mind was clouded but...],30.2,Male,4713,Europe,sadness,Test
299,@user now you gotta do that with fast n furious,33.05,Male,4505,Europe,anger,Train
300,Ffs 🙈 when things come back to haunt you... cringe bad cringe 🙋🏼👀🔫 👈 what a terrible gun that is,45.22,Male,2784,Americas,anger,Train
301,Never let me see you frown,33.74,Female,3159,Europe,anger,Train
302,"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @user",41.94,Female,7388,Asia Pacific,anger,Test
303,#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic,41.61,Male,1103,Middle East/Africa,anger,Train
304,Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,47.86,Female,2985,Europe,anger,Test
305,#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me,59.48,Female,2151,Asia Pacific,sadness,Train
306,I honestly feel nothing towards either of my parents and it's pretty depressing,28.15,Female,863,Asia Pacific,sadness,Test
307,If I could turn anxiety off--I would. #nooneunderstands,38.67,Female,4641,Middle East/Africa,sadness,Train
308,@user (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.),55.38,Female,1357,Asia Pacific,anger,Test
309,Karev better not be out!!! Or I am seriously done DONE with @user  #angry #unfair #ugh,39.94,Female,1952,Europe,anger,Train
310,"But 'for me not to worry, they'll get a glass guy over and bill us for it'",38.21,Female,36,Europe,optimism,Test
311,@user now I'm really excited for November! Hope they're not all horrid chavs though 😅,38.66,Male,4985,Asia Pacific,happiness,Test
312,@user having a terrific game and not at all fazed #MCFC,48.11,Male,256,Americas,happiness,Test
313,@user @user @user I threaten you because I can pussy,30.65,Female,2453,Asia Pacific,anger,Test
314,@user fucked my coupon that goal!,37.43,Female,4682,Middle East/Africa,anger,Train
315,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool,37.77,Male,495,Europe,happiness,Train
316,"Aberdeen st Johnstone, let's see who can punt it the furthest #awful",39.3,Male,3151,Americas,anger,Test
317,@user A stumbling block to the pessimist is a stepping stone to the optimist.,25.48,Female,3188,Middle East/Africa,optimism,Test
318,Listening to Joey really helps me and my anger.,11.24,Male,3161,Asia Pacific,optimism,Train
319,"@user The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.",49.78,Male,5884,Europe,sadness,Train
320,Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!,42.58,Female,2560,Americas,happiness,Train
